,date_assigned,zip_code,action,geolocation,city,service_request_status,condition,latitude,location_description,service_request_closed_time,disposition,case_number,service_request_created_date,street_address,longitude,violation_id,corrected,code_reference,item,inspection_date,date_closed,service_request_number,unit_number,date_filed
259,2023-01-06T00:00:00.000,20901,Exterminate/ Eliminate,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,Roach,0,Entire Unit,2023-02-28T00:00:00.000,Violations Corrected,177094,2023-01-06T00:00:00.000,11200 LOCKWOOD DR,0,602425,2023-02-28T00:00:00.000,26-9(a)(9),Infestation,2023-01-30T00:00:00.000,2023-02-28T00:00:00.000,1514995976,104,2023-01-06T00:00:00.000
260,2023-01-06T00:00:00.000,20904,Repair drips/ leaks,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Kitchen,2023-02-15T00:00:00.000,Violations Corrected,177091,2023-01-06T00:00:00.000,13920 CASTLE BLVD,0,601655,2023-02-15T00:00:00.000,26-9(c)(1),Sink,2023-01-24T00:00:00.000,2023-02-15T00:00:00.000,1514986193,Apt 714,2023-01-06T00:00:00.000
261,2023-01-06T00:00:00.000,20904,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,Covering,0,Living Room,2023-02-15T00:00:00.000,Violations Corrected,177091,2023-01-06T00:00:00.000,13920 CASTLE BLVD,0,601654,2023-02-15T00:00:00.000,26-9(c)(5),Floor,2023-01-24T00:00:00.000,2023-02-15T00:00:00.000,1514986193,Apt 714,2023-01-06T00:00:00.000
262,2023-01-06T00:00:00.000,20904,Exterminate/ Eliminate,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,Rat/Mouse,0,Entire Unit,2023-02-15T00:00:00.000,Violations Corrected,177091,2023-01-06T00:00:00.000,13920 CASTLE BLVD,0,599582,2023-02-15T00:00:00.000,26-9(a)(9),Infestation,2023-01-06T00:00:00.000,2023-02-15T00:00:00.000,1514986193,Apt 714,2023-01-06T00:00:00.000
263,2023-01-06T00:00:00.000,20901,Exterminate/ Eliminate,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,Rat/Mouse,0,Entire Unit,2023-02-28T00:00:00.000,Violations Corrected,177094,2023-01-06T00:00:00.000,11200 LOCKWOOD DR,0,600056,2023-02-28T00:00:00.000,26-9(a)(9),Infestation,2023-01-12T00:00:00.000,2023-02-28T00:00:00.000,1514995976,,2023-01-06T00:00:00.000
264,2023-01-06T00:00:00.000,20904,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Kitchen,2023-02-15T00:00:00.000,Violations Corrected,177091,2023-01-06T00:00:00.000,13920 CASTLE BLVD,0,601656,2023-02-15T00:00:00.000,26-9(a)(1),Walls/ Ceiling - Interior,2023-01-24T00:00:00.000,2023-02-15T00:00:00.000,1514986193,Apt 714,2023-01-06T00:00:00.000
265,2023-01-05T00:00:00.000,20877,Remove and maintain grounds,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GAITHERSBURG,Closed,Garbage (organic waste),0,Exterior,2023-01-17T00:00:00.000,Violations Corrected,177072,2023-01-05T00:00:00.000,16600 SHEA LN,0,599561,2023-01-17T00:00:00.000,26-9(a)(8),Solid Waste,2023-01-06T00:00:00.000,2023-01-17T00:00:00.000,1514850266,,2023-01-05T00:00:00.000
266,2023-01-05T00:00:00.000,20879,Remove and maintain grounds,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GAITHERSBURG,Closed,Rubbish (branches/ brush/ litter),0,Exterior,2023-02-09T00:00:00.000,Violations Corrected,177090,2023-01-05T00:00:00.000,2 FRAMINGHAM CT,0,599964,2023-02-09T00:00:00.000,26-9(a)(8),Solid Waste,2023-01-12T00:00:00.000,2023-02-09T00:00:00.000,1514862444,,2023-01-05T00:00:00.000
267,2023-01-05T00:00:00.000,20851,Investigate Cause and Repair,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",ROCKVILLE,Closed,Water/ Mold-Light,0,Bedroom 1,2023-03-08T00:00:00.000,Violations Corrected,177063,2023-01-10T00:00:00.000,13204 TWINBROOK PKWY,0,599524,2023-01-13T00:00:00.000,26-9(a)(1),Walls/ Ceiling - Interior,2023-01-05T00:00:00.000,2023-03-08T00:00:00.000,1515290717,Apt T3,2023-01-05T00:00:00.000
268,2023-01-05T00:00:00.000,20851,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",ROCKVILLE,Closed,General Condition,0,Kitchen,2023-03-08T00:00:00.000,Violations Corrected,177063,2023-01-10T00:00:00.000,13204 TWINBROOK PKWY,0,599521,2023-03-08T00:00:00.000,26-9(a)(4),Countertop,2023-01-05T00:00:00.000,2023-03-08T00:00:00.000,1515290717,Apt T3,2023-01-05T00:00:00.000
269,2023-01-05T00:00:00.000,20851,Investigate Cause and Repair,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",ROCKVILLE,Closed,Water/ Mold-Heavy,0,Bathroom 1,2023-03-08T00:00:00.000,Violations Corrected,177063,2023-01-10T00:00:00.000,13204 TWINBROOK PKWY,0,599520,2023-01-13T00:00:00.000,26-9(a)(1),Walls/ Ceiling - Interior,2023-01-05T00:00:00.000,2023-03-08T00:00:00.000,1515290717,Apt T3,2023-01-05T00:00:00.000
270,2023-01-05T00:00:00.000,20851,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",ROCKVILLE,Closed,General Condition,0,Bedroom 3,2023-03-08T00:00:00.000,Violations Corrected,177063,2023-01-10T00:00:00.000,13204 TWINBROOK PKWY,0,599526,2023-01-13T00:00:00.000,26-9(c)(5),Floor,2023-01-05T00:00:00.000,2023-03-08T00:00:00.000,1515290717,Apt T3,2023-01-05T00:00:00.000
271,2023-01-05T00:00:00.000,20851,Investigate Cause and Repair,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",ROCKVILLE,Closed,Water/ Mold-Light,0,Bedroom 2,2023-03-08T00:00:00.000,Violations Corrected,177063,2023-01-10T00:00:00.000,13204 TWINBROOK PKWY,0,599525,2023-01-13T00:00:00.000,26-9(a)(1),Walls/ Ceiling - Interior,2023-01-05T00:00:00.000,2023-03-08T00:00:00.000,1515290717,Apt T3,2023-01-05T00:00:00.000
272,2023-01-05T00:00:00.000,20851,Paint (clean/scrape/prep as necessary),"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",ROCKVILLE,Closed,General Condition,0,Entire Unit,2023-03-08T00:00:00.000,Violations Corrected,177063,2023-01-10T00:00:00.000,13204 TWINBROOK PKWY,0,599528,2023-02-03T00:00:00.000,26-9(c)(3),Walls/ Ceiling - Interior,2023-01-05T00:00:00.000,2023-03-08T00:00:00.000,1515290717,Apt T4,2023-01-05T00:00:00.000
273,2023-01-05T00:00:00.000,20851,Clean and maintain,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",ROCKVILLE,Closed,General Condition,0,Bathroom 1,2023-03-08T00:00:00.000,Violations Corrected,177063,2023-01-10T00:00:00.000,13204 TWINBROOK PKWY,0,599529,2023-02-03T00:00:00.000,26-9(a)(6),Housekeeping,2023-01-05T00:00:00.000,2023-03-08T00:00:00.000,1515290717,Apt T4,2023-01-05T00:00:00.000
274,2023-01-05T00:00:00.000,20851,Exterminate/ Eliminate,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",ROCKVILLE,Closed,Rat/Mouse,0,Entire Unit,2023-03-08T00:00:00.000,Violations Corrected,177063,2023-01-10T00:00:00.000,13204 TWINBROOK PKWY,0,599527,2023-02-03T00:00:00.000,26-9(a)(9),Infestation,2023-01-05T00:00:00.000,2023-03-08T00:00:00.000,1515290717,Apt T3,2023-01-05T00:00:00.000
275,2023-01-05T00:00:00.000,20851,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",ROCKVILLE,Closed,General Condition,0,Kitchen,2023-03-08T00:00:00.000,Violations Corrected,177063,2023-01-10T00:00:00.000,13204 TWINBROOK PKWY,0,599522,2023-02-03T00:00:00.000,26-9(c)(5),Floor,2023-01-05T00:00:00.000,2023-03-08T00:00:00.000,1515290717,Apt T3,2023-01-05T00:00:00.000
276,2023-01-05T00:00:00.000,20851,Paint (clean/scrape/prep as necessary),"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",ROCKVILLE,Closed,General Condition,0,Entire Unit,2023-03-08T00:00:00.000,Violations Corrected,177063,2023-01-10T00:00:00.000,13204 TWINBROOK PKWY,0,599519,2023-02-03T00:00:00.000,26-9(c)(3),Walls/ Ceiling - Interior,2023-01-05T00:00:00.000,2023-03-08T00:00:00.000,1515290717,Apt T3,2023-01-05T00:00:00.000
277,2023-01-05T00:00:00.000,20851,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",ROCKVILLE,Closed,Range Hood- Exhaust Fan,0,Kitchen,2023-03-08T00:00:00.000,Violations Corrected,177063,2023-01-10T00:00:00.000,13204 TWINBROOK PKWY,0,599523,2023-02-03T00:00:00.000,26-9(a)(4),Stove/ Oven,2023-01-05T00:00:00.000,2023-03-08T00:00:00.000,1515290717,Apt T3,2023-01-05T00:00:00.000
278,2023-01-05T00:00:00.000,20906,Remove and maintain grounds,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Exterior,2023-02-22T00:00:00.000,Violations Corrected,177073,2023-01-05T00:00:00.000,2100 CARRIAGE SQUARE PL,0,599583,2023-02-22T00:00:00.000,26-9(a)(8),Solid Waste,2023-01-09T00:00:00.000,2023-02-22T00:00:00.000,1514858774,,2023-01-05T00:00:00.000
279,2023-01-05T00:00:00.000,20902,Repair and display valid tags or remove,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Exterior,2023-02-07T00:00:00.000,Violations Corrected,177078,2023-01-05T00:00:00.000,3906 ADAMS DR,0,599495,2023-02-07T00:00:00.000,26-9(a)(13),Automobile/ Vehicle,2023-01-05T00:00:00.000,2023-02-07T00:00:00.000,1514869716,,2023-01-05T00:00:00.000
280,2023-01-05T00:00:00.000,20906,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,Entry Door Lock,0,Kitchen,2023-02-01T00:00:00.000,Violations Corrected,177069,2023-01-05T00:00:00.000,14200 WEEPING WILLOW DR,0,599515,2023-02-01T00:00:00.000,26-8(d)(4),Door,2023-01-05T00:00:00.000,2023-02-01T00:00:00.000,1514874624,,2023-01-05T00:00:00.000
281,2023-01-05T00:00:00.000,20906,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Bathroom 2,2023-02-01T00:00:00.000,Violations Corrected,177069,2023-01-05T00:00:00.000,14200 WEEPING WILLOW DR,0,599517,2023-02-01T00:00:00.000,26-9(c)(1),Toilet/ Tank,2023-01-05T00:00:00.000,2023-02-01T00:00:00.000,1514874624,,2023-01-05T00:00:00.000
282,2023-01-05T00:00:00.000,20910,Remove and maintain grounds,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Exterior,2023-01-18T00:00:00.000,Violations Corrected,177087,2023-01-03T00:00:00.000,9443 GEORGIA AVE,0,599555,2023-01-18T00:00:00.000,26-9(a)(8),Solid Waste,2023-01-05T00:00:00.000,2023-01-18T00:00:00.000,1514684982,,2023-01-05T00:00:00.000
283,2023-01-05T00:00:00.000,20906,Provide access,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,Door locked,0,Kitchen,2023-02-01T00:00:00.000,Violations Corrected,177069,2023-01-05T00:00:00.000,14200 WEEPING WILLOW DR,0,599518,2023-02-01T00:00:00.000,29-5(c),Door,2023-01-05T00:00:00.000,2023-02-01T00:00:00.000,1514874624,,2023-01-05T00:00:00.000
284,2023-01-05T00:00:00.000,20902,Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,Thermostat,0,Entire Unit,2023-01-12T00:00:00.000,Violations Corrected,177062,2023-01-04T00:00:00.000,10914 GEORGIA AVE,0,599535,2023-01-12T00:00:00.000,26-9(a)(4),HVAC,2023-01-05T00:00:00.000,2023-01-12T00:00:00.000,1514838598,,2023-01-05T00:00:00.000
285,2023-01-05T00:00:00.000,20906,Exterminate/ Eliminate,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,Rat/Mouse,0,Entire Unit,2023-02-01T00:00:00.000,Violations Corrected,177069,2023-01-05T00:00:00.000,14200 WEEPING WILLOW DR,0,599516,2023-02-01T00:00:00.000,26-9(a)(9),Infestation,2023-01-05T00:00:00.000,2023-02-01T00:00:00.000,1514874624,,2023-01-05T00:00:00.000
286,2023-01-05T00:00:00.000,20902,Repair and display valid tags or remove,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Exterior,2023-03-08T00:00:00.000,Violations Corrected,177070,2023-01-05T00:00:00.000,3908 LANTERN DR,0,599482,2023-03-07T00:00:00.000,26-9(a)(13),Automobile/ Vehicle,2023-01-05T00:00:00.000,2023-03-08T00:00:00.000,1514869682,,2023-01-05T00:00:00.000
287,2023-01-04T00:00:00.000,20871,Install/ Provide,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",CLARKSBURG,Closed,Outside each sleeping area,0,Basement,2023-03-07T00:00:00.000,Violations Corrected,177043,2023-01-04T00:00:00.000,12316 FOUNTAIN DR,0,599455,2023-03-07T00:00:00.000,26-8(b)(1),Smoke Alarm,2023-01-05T00:00:00.000,2023-03-07T00:00:00.000,1514822548,,2023-01-04T00:00:00.000
288,2023-01-04T00:00:00.000,20871,Install/ Provide,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",CLARKSBURG,Closed,Outside each sleeping area,0,Basement,2023-03-07T00:00:00.000,Violations Corrected,177043,2023-01-05T00:00:00.000,12316 FOUNTAIN DR,0,599455,2023-03-07T00:00:00.000,26-8(b)(1),Smoke Alarm,2023-01-05T00:00:00.000,2023-03-07T00:00:00.000,1514849840,,2023-01-04T00:00:00.000
289,2023-01-04T00:00:00.000,20871,Repair and display valid tags or remove,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",CLARKSBURG,Closed,General Condition,0,Exterior,2023-03-07T00:00:00.000,Violations Corrected,177043,2023-01-04T00:00:00.000,12316 FOUNTAIN DR,0,599454,2023-03-07T00:00:00.000,26-9(a)(13),Automobile/ Vehicle,2023-01-05T00:00:00.000,2023-03-07T00:00:00.000,1514822548,,2023-01-04T00:00:00.000
290,2023-01-04T00:00:00.000,20871,Unclog,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",CLARKSBURG,Closed,General Condition,0,Laundry Room,2023-03-07T00:00:00.000,Violations Corrected,177043,2023-01-04T00:00:00.000,12316 FOUNTAIN DR,0,599453,2023-01-09T00:00:00.000,26-9(c)(1),Drain Pipes/ Lines,2023-01-05T00:00:00.000,2023-03-07T00:00:00.000,1514822548,,2023-01-04T00:00:00.000
291,2023-01-04T00:00:00.000,20871,Repair and display valid tags or remove,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",CLARKSBURG,Closed,General Condition,0,Exterior,2023-03-07T00:00:00.000,Violations Corrected,177043,2023-01-05T00:00:00.000,12316 FOUNTAIN DR,0,599454,2023-03-07T00:00:00.000,26-9(a)(13),Automobile/ Vehicle,2023-01-05T00:00:00.000,2023-03-07T00:00:00.000,1514849840,,2023-01-04T00:00:00.000
292,2023-01-04T00:00:00.000,20871,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",CLARKSBURG,Closed,General Condition,0,Hall,2023-03-07T00:00:00.000,Violations Corrected,177043,2023-01-05T00:00:00.000,12316 FOUNTAIN DR,0,599456,2023-03-07T00:00:00.000,26-6(a),Light/ Electrical Fixture,2023-01-05T00:00:00.000,2023-03-07T00:00:00.000,1514849840,,2023-01-04T00:00:00.000
293,2023-01-04T00:00:00.000,20871,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",CLARKSBURG,Closed,General Condition,0,Hall,2023-03-07T00:00:00.000,Violations Corrected,177043,2023-01-04T00:00:00.000,12316 FOUNTAIN DR,0,599456,2023-03-07T00:00:00.000,26-6(a),Light/ Electrical Fixture,2023-01-05T00:00:00.000,2023-03-07T00:00:00.000,1514822548,,2023-01-04T00:00:00.000
294,2023-01-04T00:00:00.000,20871,Unclog,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",CLARKSBURG,Closed,General Condition,0,Laundry Room,2023-03-07T00:00:00.000,Violations Corrected,177043,2023-01-05T00:00:00.000,12316 FOUNTAIN DR,0,599453,2023-01-09T00:00:00.000,26-9(c)(1),Drain Pipes/ Lines,2023-01-05T00:00:00.000,2023-03-07T00:00:00.000,1514849840,,2023-01-04T00:00:00.000
295,2023-01-04T00:00:00.000,20878,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GAITHERSBURG,Closed,General Condition,0,Living Room,2023-02-08T00:00:00.000,Violations Corrected,177046,2023-01-04T00:00:00.000,9800 MAHOGANY DR,0,600207,2023-01-31T00:00:00.000,26-6(a),Electrical Outlet,2023-01-17T00:00:00.000,2023-02-08T00:00:00.000,1514788300,,2023-01-04T00:00:00.000
296,2023-01-04T00:00:00.000,20878,Correct Trip Hazard,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GAITHERSBURG,Closed,General Condition,0,Bedroom 1,2023-02-08T00:00:00.000,Violations Corrected,177046,2023-01-04T00:00:00.000,9800 MAHOGANY DR,0,600209,2023-01-31T00:00:00.000,26-9(c)(5),Floor,2023-01-17T00:00:00.000,2023-02-08T00:00:00.000,1514788300,,2023-01-04T00:00:00.000
297,2023-01-04T00:00:00.000,20878,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GAITHERSBURG,Closed,General Condition,0,Entire Unit,2023-02-08T00:00:00.000,Violations Corrected,177046,2023-01-04T00:00:00.000,9800 MAHOGANY DR,0,600212,2023-01-31T00:00:00.000,26-9(a)(1),Walls/ Ceiling - Interior,2023-01-17T00:00:00.000,2023-02-08T00:00:00.000,1514788300,,2023-01-04T00:00:00.000
298,2023-01-04T00:00:00.000,20878,Install/ Provide,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GAITHERSBURG,Closed,Cover Plate,0,Living Room,2023-02-08T00:00:00.000,Violations Corrected,177046,2023-01-04T00:00:00.000,9800 MAHOGANY DR,0,600208,2023-01-31T00:00:00.000,26-6(a),Electrical Outlet,2023-01-17T00:00:00.000,2023-02-08T00:00:00.000,1514788300,,2023-01-04T00:00:00.000
299,2023-01-04T00:00:00.000,20878,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GAITHERSBURG,Closed,General Condition,0,Balcony,2023-02-08T00:00:00.000,Violations Corrected,177046,2023-01-04T00:00:00.000,9800 MAHOGANY DR,0,600214,2023-01-31T00:00:00.000,26-9(a)(2),Door,2023-01-17T00:00:00.000,2023-02-08T00:00:00.000,1514788300,,2023-01-04T00:00:00.000
300,2023-01-04T00:00:00.000,20878,Correct,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GAITHERSBURG,Closed,"Safety Relief Pipe (terminate 6"" above floor)",0,Utility Room 1,2023-02-08T00:00:00.000,Violations Corrected,177046,2023-01-04T00:00:00.000,9800 MAHOGANY DR,0,600215,2023-01-31T00:00:00.000,26-7(e),Water Heater,2023-01-17T00:00:00.000,2023-02-08T00:00:00.000,1514788300,,2023-01-04T00:00:00.000
301,2023-01-04T00:00:00.000,20878,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GAITHERSBURG,Closed,General Condition,0,Dining Room,2023-02-08T00:00:00.000,Violations Corrected,177046,2023-01-04T00:00:00.000,9800 MAHOGANY DR,0,600213,2023-02-08T00:00:00.000,26-9(a)(1),Walls/ Ceiling - Interior,2023-01-17T00:00:00.000,2023-02-08T00:00:00.000,1514788300,,2023-01-04T00:00:00.000
302,2023-01-04T00:00:00.000,20878,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GAITHERSBURG,Closed,General Condition,0,Utility Room 1,2023-02-08T00:00:00.000,Violations Corrected,177046,2023-01-04T00:00:00.000,9800 MAHOGANY DR,0,602662,2023-02-08T00:00:00.000,26-9(a)(1),Walls/ Ceiling - Interior,2023-01-31T00:00:00.000,2023-02-08T00:00:00.000,1514788300,,2023-01-04T00:00:00.000
303,2023-01-04T00:00:00.000,20878,Correct Trip Hazard,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GAITHERSBURG,Closed,General Condition,0,Bedroom 2,2023-02-08T00:00:00.000,Violations Corrected,177046,2023-01-04T00:00:00.000,9800 MAHOGANY DR,0,600210,2023-01-31T00:00:00.000,26-9(c)(5),Floor,2023-01-17T00:00:00.000,2023-02-08T00:00:00.000,1514788300,,2023-01-04T00:00:00.000
304,2023-01-04T00:00:00.000,20878,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GAITHERSBURG,Closed,General Condition,0,Bedroom 1,2023-02-08T00:00:00.000,Violations Corrected,177046,2023-01-04T00:00:00.000,9800 MAHOGANY DR,0,602663,2023-02-08T00:00:00.000,26-9(a)(1),Walls/ Ceiling - Interior,2023-01-31T00:00:00.000,2023-02-08T00:00:00.000,1514788300,,2023-01-04T00:00:00.000
305,2023-01-04T00:00:00.000,20878,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GAITHERSBURG,Closed,General Condition,0,Bathroom 1,2023-02-08T00:00:00.000,Violations Corrected,177046,2023-01-04T00:00:00.000,9800 MAHOGANY DR,0,600211,2023-01-31T00:00:00.000,26-9(a)(1),Walls/ Ceiling - Interior,2023-01-17T00:00:00.000,2023-02-08T00:00:00.000,1514788300,,2023-01-04T00:00:00.000
306,2023-01-04T00:00:00.000,20874,Remove and maintain grounds,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GERMANTOWN,Closed,General Condition,0,Exterior,2023-02-22T00:00:00.000,Violations Corrected,177022,2023-01-03T00:00:00.000,20534 AFTERNOON LN,0,599585,2023-02-22T00:00:00.000,26-9(a)(8),Solid Waste,2023-01-09T00:00:00.000,2023-02-22T00:00:00.000,1514720570,,2023-01-04T00:00:00.000
307,2023-01-04T00:00:00.000,20874,Remove,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GERMANTOWN,Closed,General Condition,0,Exterior,2023-02-22T00:00:00.000,Violations Corrected,177022,2023-01-03T00:00:00.000,20534 AFTERNOON LN,0,599584,2023-02-22T00:00:00.000,26-9(a)(13),Automobile/ Vehicle,2023-01-09T00:00:00.000,2023-02-22T00:00:00.000,1514720570,,2023-01-04T00:00:00.000
308,2023-01-04T00:00:00.000,20874,Exterminate/ Eliminate,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GERMANTOWN,Closed,Roach,0,Kitchen,2023-02-10T00:00:00.000,Violations Corrected,177044,2023-01-04T00:00:00.000,12602 GREY EAGLE CT,0,599616,2023-02-10T00:00:00.000,26-9(a)(9),Infestation,2023-01-09T00:00:00.000,2023-02-10T00:00:00.000,1514807214,,2023-01-04T00:00:00.000
