,school_name,zip_code,location,city,:@computed_region_vu5j_pcmz,address,:@computed_region_d7bw_bq6x,:@computed_region_kbsp_ykn9,latitude,url,:@computed_region_tx5f_5em3,category,longitude,:@computed_region_rbt8_3x7n,phone
64,Dr Sally K Ride ES,20876,"{'latitude': '39.2068179297', 'human_address': '{""address"": ""21301 Seneca Crossing Dr"", ""city"": ""Germantown"", ""state"": ""MD"", ""zip"": ""20876""}', 'needs_recoding': False, 'longitude': '-77.2373667612'}",Germantown,2,21301 Seneca Crossing Dr,36,39,39.2068179297,http://www.montgomeryschoolsmd.org/schools/ridees,2,ELEMENTARY SCHOOLS,-77.2373667612,1,301-353-0994
65,Fox Chapel ES,20876,"{'latitude': '39.1722018594', 'human_address': '{""address"": ""19315 Archdale Rd"", ""city"": ""Germantown"", ""state"": ""MD"", ""zip"": ""20876""}', 'needs_recoding': False, 'longitude': '-77.2421897485'}",Germantown,2,19315 Archdale Rd,36,39,39.1722018594,http://www.montgomeryschoolsmd.org/schools/foxchapeles,2,ELEMENTARY SCHOOLS,-77.2421897485,1,301-353-8055
66,Cedar Grove ES,20876,"{'latitude': '39.2493904272', 'human_address': '{""address"": ""24001 Ridge Rd"", ""city"": ""Germantown"", ""state"": ""MD"", ""zip"": ""20876""}', 'needs_recoding': False, 'longitude': '-77.2322649942'}",Germantown,2,24001 Ridge Rd,36,44,39.2493904272,http://www.montgomeryschoolsmd.org/schools/cedargrovees,2,ELEMENTARY SCHOOLS,-77.2322649942,1,301-253-7000
67,South Lake ES,20877,"{'latitude': '39.1558163309', 'human_address': '{""address"": ""18201 Contour Rd"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20877""}', 'needs_recoding': False, 'longitude': '-77.1969833619'}",Gaithersburg,2,18201 Contour Rd,28,38,39.1558163309,http://www.montgomeryschoolsmd.org/schools/southlakees,2,ELEMENTARY SCHOOLS,-77.1969833619,1,301-840-7141
68,Rosemont ES,20877,"{'latitude': '39.1251152677', 'human_address': '{""address"": ""16400 Alden Ave"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20877""}', 'needs_recoding': False, 'longitude': '-77.1852514951'}",Gaithersburg,3,16400 Alden Ave,35,36,39.1251152677,http://www.montgomeryschoolsmd.org/schools/rosemontes,3,ELEMENTARY SCHOOLS,-77.1852514951,21,301-840-7123
69,Summit Hall ES,20877,"{'latitude': '39.127282494', 'human_address': '{""address"": ""101 W Deer Park Rd"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20877""}', 'needs_recoding': False, 'longitude': '-77.195457283'}",Gaithersburg,3,101 W Deer Park Rd,35,36,39.127282494,http://www.montgomeryschoolsmd.org/schools/summithalles,3,ELEMENTARY SCHOOLS,-77.195457283,21,301-840-7127
70,Washington Grove ES,20877,"{'latitude': '39.1324887754', 'human_address': '{""address"": ""8712 Oakmont St"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20877""}', 'needs_recoding': False, 'longitude': '-77.1777402319'}",Gaithersburg,3,8712 Oakmont St,35,36,39.1324887754,http://www.montgomeryschoolsmd.org/schools/washingtongrovees,3,ELEMENTARY SCHOOLS,-77.1777402319,1,301-840-7120
71,Gaithersburg ES,20877,"{'latitude': '39.1435715404', 'human_address': '{""address"": ""35 N Summit Ave"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20877""}', 'needs_recoding': False, 'longitude': '-77.1920511474'}",Gaithersburg,3,35 N Summit Ave,35,36,39.1435715404,http://www.montgomeryschoolsmd.org/schools/gaithersburges,3,ELEMENTARY SCHOOLS,-77.1920511474,21,301-840-7136
72,Darnestown ES,20878,"{'latitude': '39.1025388648', 'human_address': '{""address"": ""15030 Turkey Foot Rd"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20878""}', 'needs_recoding': False, 'longitude': '-77.2847480232'}",Gaithersburg,1,15030 Turkey Foot Rd,33,28,39.1025388648,http://www.montgomeryschoolsmd.org/schools/darnestownes,1,ELEMENTARY SCHOOLS,-77.2847480232,1,301-840-7157
73,Diamond ES,20878,"{'latitude': '39.1357087649', 'human_address': '{""address"": ""4 Marquis Dr"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20878""}', 'needs_recoding': False, 'longitude': '-77.2389185172'}",Gaithersburg,3,4 Marquis Dr,33,36,39.1357087649,http://www.montgomeryschoolsmd.org/schools/diamondes,3,ELEMENTARY SCHOOLS,-77.2389185172,21,301-840-7177
74,Jones Lane ES,20878,"{'latitude': '39.1033700765', 'human_address': '{""address"": ""15110 Jones La"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20878""}', 'needs_recoding': False, 'longitude': '-77.2658471483'}",Gaithersburg,2,15110 Jones La,33,28,39.1033700765,http://www.montgomeryschoolsmd.org/schools/joneslanees,2,ELEMENTARY SCHOOLS,-77.2658471483,1,301-840-8160
75,Fields Road ES,20878,"{'latitude': '39.118795239', 'human_address': '{""address"": ""1 School Dr"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20878""}', 'needs_recoding': False, 'longitude': '-77.2152401168'}",Gaithersburg,3,1 School Dr,33,36,39.118795239,http://www.montgomeryschoolsmd.org/schools/fieldsroades,3,ELEMENTARY SCHOOLS,-77.2152401168,21,301-840-7131
76,Brown Station ES,20878,"{'latitude': '39.1388830108', 'human_address': '{""address"": ""851 Quince Orchard Blv"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20878""}', 'needs_recoding': False, 'longitude': '-77.2307127305'}",Gaithersburg,3,851 Quince Orchard Blv,33,36,39.1388830108,http://www.montgomeryschoolsmd.org/schools/brownstationes,3,ELEMENTARY SCHOOLS,-77.2307127305,21,301-840-7172
77,Thurgood Marshall ES,20878,"{'latitude': '39.1262200858', 'human_address': '{""address"": ""12260 McDonald Chapel Dr"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20878""}', 'needs_recoding': False, 'longitude': '-77.2598691505'}",Gaithersburg,3,12260 McDonald Chapel Dr,33,28,39.1262200858,http://www.montgomeryschoolsmd.org/schools/thurgoodmarshalles,3,ELEMENTARY SCHOOLS,-77.2598691505,1,301-670-8282
78,Stone Mill ES,20878,"{'latitude': '39.0916377183', 'human_address': '{""address"": ""14323 Stonebridge View Dr"", ""city"": ""North Potomac"", ""state"": ""MD"", ""zip"": ""20878""}', 'needs_recoding': False, 'longitude': '-77.2144612215'}",North Potomac,3,14323 Stonebridge View Dr,33,24,39.0916377183,http://www.montgomeryschoolsmd.org/schools/stonemilles,3,ELEMENTARY SCHOOLS,-77.2144612215,1,301-279-4975
79,Travilah ES,20878,"{'latitude': '39.0824785544', 'human_address': '{""address"": ""13801 DuFief Mill Rd"", ""city"": ""North Potomac"", ""state"": ""MD"", ""zip"": ""20878""}', 'needs_recoding': False, 'longitude': '-77.2486226133'}",North Potomac,2,13801 DuFief Mill Rd,33,24,39.0824785544,http://www.montgomeryschoolsmd.org/schools/travilahes,2,ELEMENTARY SCHOOLS,-77.2486226133,1,301-840-7153
80,Dufief ES,20878,"{'latitude': '39.1018337081', 'human_address': '{""address"": ""15001 DuFief Dr"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20878""}', 'needs_recoding': False, 'longitude': '-77.2375326482'}",Gaithersburg,2,15001 DuFief Dr,33,24,39.1018337081,http://www.montgomeryschoolsmd.org/schools/dufiefes,2,ELEMENTARY SCHOOLS,-77.2375326482,1,301-279-4980
81,Rachel Carson ES,20878,"{'latitude': '39.1170772504', 'human_address': '{""address"": ""100 Tschiffely Square Rd"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20878""}', 'needs_recoding': False, 'longitude': '-77.2470359348'}",Gaithersburg,3,100 Tschiffely Square Rd,33,36,39.1170772504,http://www.montgomeryschoolsmd.org/schools/rachelcarsones,3,ELEMENTARY SCHOOLS,-77.2470359348,21,301-840-5333
82,Judith A Resnik ES,20879,"{'latitude': '39.181576738', 'human_address': '{""address"": ""7301 Hadley Farms Dr"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20879""}', 'needs_recoding': False, 'longitude': '-77.1519858022'}",Gaithersburg,4,7301 Hadley Farms Dr,31,36,39.181576738,http://www.montgomeryschoolsmd.org/schools/resnikes,4,ELEMENTARY SCHOOLS,-77.1519858022,1,301-670-8200
83,Woodfield ES,20879,"{'latitude': '39.2527827289', 'human_address': '{""address"": ""24200 Woodfield Rd"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20879""}', 'needs_recoding': False, 'longitude': '-77.1982813985'}",Gaithersburg,2,24200 Woodfield Rd,29,46,39.2527827289,http://www.montgomeryschoolsmd.org/schools/woodfieldes,2,ELEMENTARY SCHOOLS,-77.1982813985,1,301-253-7085
84,Flower Hill ES,20879,"{'latitude': '39.1590075849', 'human_address': '{""address"": ""18425 Flower Hill Way"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20879""}', 'needs_recoding': False, 'longitude': '-77.1713034798'}",Gaithersburg,4,18425 Flower Hill Way,31,36,39.1590075849,http://www.montgomeryschoolsmd.org/schools/flowerhilles,4,ELEMENTARY SCHOOLS,-77.1713034798,1,301-840-7161
85,Strawberry Knoll ES,20879,"{'latitude': '39.1658673386', 'human_address': '{""address"": ""18820 Strawberry Knoll Rd"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20879""}', 'needs_recoding': False, 'longitude': '-77.1825348422'}",Gaithersburg,2,18820 Strawberry Knoll Rd,31,36,39.1658673386,http://www.montgomeryschoolsmd.org/schools/strawberryknolles,2,ELEMENTARY SCHOOLS,-77.1825348422,1,301-840-7112
86,Whetstone ES,20879,"{'latitude': '39.1718688083', 'human_address': '{""address"": ""19201 Thomas Farm Dr"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20879""}', 'needs_recoding': False, 'longitude': '-77.1969947933'}",Gaithersburg,2,19201 Thomas Farm Dr,28,38,39.1718688083,http://www.montgomeryschoolsmd.org/schools/whetstonees,2,ELEMENTARY SCHOOLS,-77.1969947933,1,301-840-7191
87,Laytonsville ES,20882,"{'latitude': '39.2070466834', 'human_address': '{""address"": ""21401 Laytonsville Rd"", ""city"": ""Laytonsville"", ""state"": ""MD"", ""zip"": ""20882""}', 'needs_recoding': False, 'longitude': '-77.1403377171'}",Laytonsville,4,21401 Laytonsville Rd,29,46,39.2070466834,http://www.montgomeryschoolsmd.org/schools/laytonsvillees,4,ELEMENTARY SCHOOLS,-77.1403377171,22,301-840-7145
88,Goshen ES,20882,"{'latitude': '39.194373374', 'human_address': '{""address"": ""8701 Warfield Rd"", ""city"": ""Gaithersburg"", ""state"": ""MD"", ""zip"": ""20882""}', 'needs_recoding': False, 'longitude': '-77.1798890434'}",Gaithersburg,2,8701 Warfield Rd,29,46,39.194373374,http://www.montgomeryschoolsmd.org/schools/goshenes,2,ELEMENTARY SCHOOLS,-77.1798890434,1,301-840-8165
89,Watkins Mill ES,20886,"{'latitude': '39.1672209879', 'human_address': '{""address"": ""19001 Watkins Mill Rd"", ""city"": ""Montgomery Village"", ""state"": ""MD"", ""zip"": ""20886""}', 'needs_recoding': False, 'longitude': '-77.2110251862'}",Montgomery Village,2,19001 Watkins Mill Rd,28,38,39.1672209879,http://www.montgomeryschoolsmd.org/schools/watkinsmilles,2,ELEMENTARY SCHOOLS,-77.2110251862,1,301-840-7181
90,Stedwick ES,20886,"{'latitude': '39.1743636993', 'human_address': '{""address"": ""10631 Stedwick Rd"", ""city"": ""Montgomery Village"", ""state"": ""MD"", ""zip"": ""20886""}', 'needs_recoding': False, 'longitude': '-77.2111923449'}",Montgomery Village,2,10631 Stedwick Rd,28,38,39.1743636993,http://www.montgomeryschoolsmd.org/schools/stedwickes,2,ELEMENTARY SCHOOLS,-77.2111923449,1,301-840-7187
91,Kensington Parkwood ES,20895,"{'latitude': '39.0217956579', 'human_address': '{""address"": ""4710 Saul Rd"", ""city"": ""Kensington"", ""state"": ""MD"", ""zip"": ""20895""}', 'needs_recoding': False, 'longitude': '-77.0949119854'}",Kensington,1,4710 Saul Rd,111,15,39.0217956579,http://www.montgomeryschoolsmd.org/schools/parkwoodes,1,ELEMENTARY SCHOOLS,-77.0949119854,1,301-571-6949
92,Rock View ES,20895,"{'latitude': '39.0395140953', 'human_address': '{""address"": ""3901 Denfeld Ave"", ""city"": ""Kensington"", ""state"": ""MD"", ""zip"": ""20895""}', 'needs_recoding': False, 'longitude': '-77.0769950641'}",Kensington,4,3901 Denfeld Ave,25,15,39.0395140953,http://www.montgomeryschoolsmd.org/schools/rockviewes,4,ELEMENTARY SCHOOLS,-77.0769950641,1,301-929-2002
93,Garrett Park ES (Construction),20896,"{'latitude': '39.0330455094', 'human_address': '{""address"": ""4810 Oxford St"", ""city"": ""Garrett Park"", ""state"": ""MD"", ""zip"": ""20896""}', 'needs_recoding': False, 'longitude': '-77.0965815552'}",Garrett Park,1,4810 Oxford St,60,14,39.0330455094,http://www.montgomeryschoolsmd.org/schools/garrettparkes,1,ELEMENTARY SCHOOLS,-77.0965815552,1,301-929-2170
94,Pine Crest ES,20901,"{'latitude': '39.0213110705', 'human_address': '{""address"": ""201 Woodmoor Dr"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20901""}', 'needs_recoding': False, 'longitude': '-77.0050375472'}",Silver Spring,5,201 Woodmoor Dr,21,13,39.0213110705,http://www.montgomeryschoolsmd.org/schools/pinecrestes,5,ELEMENTARY SCHOOLS,-77.0050375472,1,301-649-8066
95,Burnt Mills ES,20901,"{'latitude': '39.0394753102', 'human_address': '{""address"": ""11211 Childs St"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20901""}', 'needs_recoding': False, 'longitude': '-77.0017610753'}",Silver Spring,5,11211 Childs St,21,18,39.0394753102,http://www.montgomeryschoolsmd.org/schools/burntmillses,5,ELEMENTARY SCHOOLS,-77.0017610753,1,301-649-8192
96,Forest Knolls ES,20901,"{'latitude': '39.0333104381', 'human_address': '{""address"": ""10830 Eastwood Ave"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20901""}', 'needs_recoding': False, 'longitude': '-77.0204193723'}",Silver Spring,5,10830 Eastwood Ave,21,17,39.0333104381,http://www.montgomeryschoolsmd.org/schools/forestknollses,5,ELEMENTARY SCHOOLS,-77.0204193723,1,301-649-8060
97,Montgomery Knolls ES,20901,"{'latitude': '39.0057482268', 'human_address': '{""address"": ""807 Daleview Dr"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20901""}', 'needs_recoding': False, 'longitude': '-76.9931786787'}",Silver Spring,5,807 Daleview Dr,21,8,39.0057482268,http://www.montgomeryschoolsmd.org/schools/knollses,5,ELEMENTARY SCHOOLS,-76.9931786787,1,301-431-7667
98,Oak View ES,20901,"{'latitude': '39.0045260505', 'human_address': '{""address"": ""400 E Wayne Ave"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20901""}', 'needs_recoding': False, 'longitude': '-77.0024156168'}",Silver Spring,5,400 E Wayne Ave,21,8,39.0045260505,http://www.montgomeryschoolsmd.org/schools/oakviewes,5,ELEMENTARY SCHOOLS,-77.0024156168,1,301-650-6434
99,Highland View ES,20901,"{'latitude': '39.0042511332', 'human_address': '{""address"": ""9010 Providence Ave"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20901""}', 'needs_recoding': False, 'longitude': '-77.0103578619'}",Silver Spring,5,9010 Providence Ave,21,8,39.0042511332,http://www.montgomeryschoolsmd.org/schools/highlandviewes,5,ELEMENTARY SCHOOLS,-77.0103578619,1,301-650-6426
100,Oakland Terrace ES,20902,"{'latitude': '39.0286194203', 'human_address': '{""address"": ""2720 Plyers Mill Rd"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20902""}', 'needs_recoding': False, 'longitude': '-77.0573923387'}",Silver Spring,5,2720 Plyers Mill Rd,17,10,39.0286194203,http://www.montgomeryschoolsmd.org/schools/oaklandes,5,ELEMENTARY SCHOOLS,-77.0573923387,1,301-929-2161
101,Highland ES,20902,"{'latitude': '39.0511227', 'human_address': '{""address"": ""3100 Medway St"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20902""}', 'needs_recoding': False, 'longitude': '-77.0639085292'}",Silver Spring,4,3100 Medway St,17,23,39.0511227,http://www.montgomeryschoolsmd.org/schools/highlandes,4,ELEMENTARY SCHOOLS,-77.0639085292,1,301-929-2040
102,Glen Haven ES,20902,"{'latitude': '39.0338425388', 'human_address': '{""address"": ""10900 Inwood Ave"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20902""}', 'needs_recoding': False, 'longitude': '-77.0370393611'}",Silver Spring,4,10900 Inwood Ave,17,16,39.0338425388,http://www.montgomeryschoolsmd.org/schools/glenhavenes,4,ELEMENTARY SCHOOLS,-77.0370393611,1,301-649-8051
103,Arcola ES,20902,"{'latitude': '39.0455588679', 'human_address': '{""address"": ""1820 Franwall Ave"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20902""}', 'needs_recoding': False, 'longitude': '-77.0393881959'}",Silver Spring,4,1820 Franwall Ave,17,16,39.0455588679,http://www.montgomeryschoolsmd.org/schools/arcolaes,4,ELEMENTARY SCHOOLS,-77.0393881959,1,301-649-8590
104,Downcounty Consortium ES (2012),20902,"{'latitude': '39.0191171311', 'human_address': '{""address"": ""2600 Hayden Dr"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20902""}', 'needs_recoding': False, 'longitude': '-77.0545584109'}",Silver Spring,5,2600 Hayden Dr,17,10,39.0191171311,http://www.montgomeryschoolsmd.org/,5,ELEMENTARY SCHOOLS,-77.0545584109,1,301-309-6277
105,Kemp Mill ES,20902,"{'latitude': '39.0436381558', 'human_address': '{""address"": ""411 Sisson St"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20902""}', 'needs_recoding': False, 'longitude': '-77.0170471225'}",Silver Spring,4,411 Sisson St,17,17,39.0436381558,http://www.montgomeryschoolsmd.org/schools/kempmilles,4,ELEMENTARY SCHOOLS,-77.0170471225,1,301-649-8046
106,Glenallan ES,20902,"{'latitude': '39.0613561538', 'human_address': '{""address"": ""12520 Heurich Rd"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20902""}', 'needs_recoding': False, 'longitude': '-77.0413621208'}",Silver Spring,4,12520 Heurich Rd,17,23,39.0613561538,http://www.montgomeryschoolsmd.org/schools/glenallanes,4,ELEMENTARY SCHOOLS,-77.0413621208,1,301-929-2014
107,Roscoe R Nix ES,20903,"{'latitude': '39.0168668083', 'human_address': '{""address"": ""1100 Corliss St"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20903""}', 'needs_recoding': False, 'longitude': '-76.9896552883'}",Silver Spring,5,1100 Corliss St,15,9,39.0168668083,http://www.montgomeryschoolsmd.org/schools/nixes,5,ELEMENTARY SCHOOLS,-76.9896552883,1,301-422-5070
108,Broad Acres ES,20903,"{'latitude': '39.0093594505', 'human_address': '{""address"": ""710 Beacon Rd"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20903""}', 'needs_recoding': False, 'longitude': '-76.9851884399'}",Silver Spring,5,710 Beacon Rd,15,9,39.0093594505,http://www.montgomeryschoolsmd.org/schools/broadacreses,5,ELEMENTARY SCHOOLS,-76.9851884399,1,301-431-7616
109,Cresthaven ES,20903,"{'latitude': '39.0274886611', 'human_address': '{""address"": ""1234 Cresthaven Dr"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20903""}', 'needs_recoding': False, 'longitude': '-76.9876315723'}",Silver Spring,5,1234 Cresthaven Dr,15,18,39.0274886611,http://www.montgomeryschoolsmd.org/schools/cresthavenes,5,ELEMENTARY SCHOOLS,-76.9876315723,1,301-431-7622
110,New Hampshire Estates ES,20903,"{'latitude': '38.9981968148', 'human_address': '{""address"": ""8720 Carroll Ave"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20903""}', 'needs_recoding': False, 'longitude': '-76.9923045793'}",Silver Spring,5,8720 Carroll Ave,15,8,38.9981968148,http://www.montgomeryschoolsmd.org/schools/nhees,5,ELEMENTARY SCHOOLS,-76.9923045793,1,301-431-7607
111,Cannon Road ES (at Fairland Center),20904,"{'latitude': '39.0746038591', 'human_address': '{""address"": ""13313 Old Columbia Pike"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20904""}', 'needs_recoding': False, 'longitude': '-76.9578934897'}",Silver Spring,5,13313 Old Columbia Pike,12,53,39.0746038591,http://www.montgomeryschoolsmd.org/schools/cannonroades,5,ELEMENTARY SCHOOLS,-76.9578934897,1,301-989-5662
112,William T Page ES,20904,"{'latitude': '39.0749086167', 'human_address': '{""address"": ""13400 Tamarack Rd"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20904""}', 'needs_recoding': False, 'longitude': '-76.9835905797'}",Silver Spring,5,13400 Tamarack Rd,12,53,39.0749086167,http://www.montgomeryschoolsmd.org/schools/pagees,5,ELEMENTARY SCHOOLS,-76.9835905797,1,301-989-5672
113,Cannon Road ES (Construction),20904,"{'latitude': '39.0687671595', 'human_address': '{""address"": ""901 Cannon Rd"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20904""}', 'needs_recoding': False, 'longitude': '-76.9941729238'}",Silver Spring,5,901 Cannon Rd,12,26,39.0687671595,http://www.montgomeryschoolsmd.org/schools/cannonroades,5,ELEMENTARY SCHOOLS,-76.9941729238,1,301-989-5662
114,Greencastle ES,20904,"{'latitude': '39.0804194508', 'human_address': '{""address"": ""13611 Robey Rd"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20904""}', 'needs_recoding': False, 'longitude': '-76.9417549222'}",Silver Spring,5,13611 Robey Rd,12,53,39.0804194508,http://www.montgomeryschoolsmd.org/schools/greencastlees,5,ELEMENTARY SCHOOLS,-76.9417549222,1,301-595-2940
115,Stonegate ES,20904,"{'latitude': '39.0995467662', 'human_address': '{""address"": ""14811 Notley Rd"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20904""}', 'needs_recoding': False, 'longitude': '-77.0157475178'}",Silver Spring,4,14811 Notley Rd,8,26,39.0995467662,http://www.montgomeryschoolsmd.org/schools/stonegatees,4,ELEMENTARY SCHOOLS,-77.0157475178,1,301-989-5668
116,Westover ES,20904,"{'latitude': '39.0748642774', 'human_address': '{""address"": ""401 Hawkesbury La"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20904""}', 'needs_recoding': False, 'longitude': '-77.0180223922'}",Silver Spring,4,401 Hawkesbury La,12,26,39.0748642774,http://www.montgomeryschoolsmd.org/schools/westoveres,4,ELEMENTARY SCHOOLS,-77.0180223922,1,301-989-5676
117,Galway ES,20904,"{'latitude': '39.0639572983', 'human_address': '{""address"": ""12612 Galway Dr"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20904""}', 'needs_recoding': False, 'longitude': '-76.9463103201'}",Silver Spring,5,12612 Galway Dr,12,21,39.0639572983,http://www.montgomeryschoolsmd.org/schools/galwayes,5,ELEMENTARY SCHOOLS,-76.9463103201,1,301-595-2930
118,Jackson Road ES,20904,"{'latitude': '39.0564225207', 'human_address': '{""address"": ""900 Jackson Rd"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20904""}', 'needs_recoding': False, 'longitude': '-76.9918070316'}",Silver Spring,5,900 Jackson Rd,12,18,39.0564225207,http://www.montgomeryschoolsmd.org/schools/jacksonroades,5,ELEMENTARY SCHOOLS,-76.9918070316,1,301-989-5650
119,Cloverly ES,20904,"{'latitude': '39.1076890075', 'human_address': '{""address"": ""800 Briggs Chaney Rd"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20904""}', 'needs_recoding': False, 'longitude': '-76.9942569561'}",Silver Spring,5,800 Briggs Chaney Rd,8,29,39.1076890075,http://www.montgomeryschoolsmd.org/schools/cloverlyes,5,ELEMENTARY SCHOOLS,-76.9942569561,1,301-989-5770
120,Dr Charles R Drew ES,20905,"{'latitude': '39.0916281714', 'human_address': '{""address"": ""1200 Swingingdale Dr"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20905""}', 'needs_recoding': False, 'longitude': '-76.9871082262'}",Silver Spring,5,1200 Swingingdale Dr,8,29,39.0916281714,http://www.montgomeryschoolsmd.org/schools/drewes,5,ELEMENTARY SCHOOLS,-76.9871082262,1,301-989-6030
121,Fairland ES,20905,"{'latitude': '39.0906439188', 'human_address': '{""address"": ""14315 Fairdale Rd"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20905""}', 'needs_recoding': False, 'longitude': '-76.9561706003'}",Silver Spring,5,14315 Fairdale Rd,8,53,39.0906439188,http://www.montgomeryschoolsmd.org/schools/fairlandes,5,ELEMENTARY SCHOOLS,-76.9561706003,1,301-989-5658
122,Georgian Forest ES,20906,"{'latitude': '39.0756428629', 'human_address': '{""address"": ""3100 Regina Dr"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20906""}', 'needs_recoding': False, 'longitude': '-77.0614546922'}",Silver Spring,4,3100 Regina Dr,6,23,39.0756428629,http://www.montgomeryschoolsmd.org/schools/georgianforestes,4,ELEMENTARY SCHOOLS,-77.0614546922,1,301-460-2170
123,Harmony Hills ES,20906,"{'latitude': '39.0766059586', 'human_address': '{""address"": ""13407 Lydia St"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20906""}', 'needs_recoding': False, 'longitude': '-77.0761131795'}",Silver Spring,4,13407 Lydia St,6,61,39.0766059586,http://www.montgomeryschoolsmd.org/schools/harmonyhillses,4,ELEMENTARY SCHOOLS,-77.0761131795,1,301-929-2157
124,Bel Pre ES,20906,"{'latitude': '39.0816042674', 'human_address': '{""address"": ""13801 Rippling Brook Dr"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20906""}', 'needs_recoding': False, 'longitude': '-77.0547238659'}",Silver Spring,4,13801 Rippling Brook Dr,6,59,39.0816042674,http://www.montgomeryschoolsmd.org/schools/belprees,4,ELEMENTARY SCHOOLS,-77.0547238659,1,301-460-2145
125,Sargent Shriver ES,20906,"{'latitude': '39.0615504152', 'human_address': '{""address"": ""12518 Greenly Dr"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20906""}', 'needs_recoding': False, 'longitude': '-77.0791590245'}",Silver Spring,4,12518 Greenly Dr,6,23,39.0615504152,http://www.montgomeryschoolsmd.org/schools/shriveres,4,ELEMENTARY SCHOOLS,-77.0791590245,1,301-929-4426
126,Viers Mill ES,20906,"{'latitude': '39.048502748', 'human_address': '{""address"": ""11711 Joseph Mill Rd"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20906""}', 'needs_recoding': False, 'longitude': '-77.0852891291'}",Silver Spring,4,11711 Joseph Mill Rd,6,56,39.048502748,http://www.montgomeryschoolsmd.org/schools/viersmilles,4,ELEMENTARY SCHOOLS,-77.0852891291,1,301-929-2165
127,Weller Road ES,20906,"{'latitude': '39.0654368354', 'human_address': '{""address"": ""3301 Weller Rd"", ""city"": ""Silver Spring"", ""state"": ""MD"", ""zip"": ""20906""}', 'needs_recoding': False, 'longitude': '-77.06706298'}",Silver Spring,4,3301 Weller Rd,6,23,39.0654368354,http://www.montgomeryschoolsmd.org/schools/wellerroades,4,ELEMENTARY SCHOOLS,-77.06706298,1,301-929-2010
