,battery_park_property_tax,garrett_park_property_tax,brownfield_s_county_tax_credit,new_jobs_tax_credit,design_for_life_tax_credit,laytonsville_property_tax,wssc_connection_fee_chg,ch_ch_section_3_property_tax,day_car_tax_credit,dbu_road,historic_preservation_credit,total_credits,takoma_park_special,brownfields_state_tax_credit,parcel_code,renewable_energy_credit,ch_ch_town_charge_ri,washington_grove_rn,dev_dist_special_tax_wg,dev_dist_special_assessment_wg,friendship_hts_property_tax,art_s_entertainment_credit,gaithersburg_property_tax,total,special_area_homestead_credit,washington_grove_serv_chg,green_building_tax_credit,gaithersburg_charge_rm,wssc_front_foot_benefit_chg,white_flint_sp_tax,water_qual_protect_chg_nr,north_ch_ch_property_tax,brookeville_property_tax,rockville_property_tax_credit,somerset_property_tax,county_homeowner_s_credit,martins_addition_charge_rk,drummond_property_tax,county_homestead_credit,water_quality_protect_chg_sfr,dev_dist_special_assessment_kv,business_incubator_tax_credit,municipal_homestead_credit,state_homestead_credit,rockville_property_tax,enterprise_zone_tax_credit,solid_waste_charge,water_quality_protect_chg_ex,glen_echo_property_tax,water_quality_protect_chg_ag,poolesville_property_tax,ch_ch_section_5_charge_rj,clean_lien_demolition,gaithersburg_stormwater_fee,conservation_energy_credit,partial_parking_lot_credit,water_qual_protect_chg_rsfa,fallen_officer_rescue_credit,ch_ch_village_charge_rg,municipal_homeowners_credit,dev_dist_special_tax_kv,ch_ch_village_property_tax,water_qual_protect_chg_mfr,ch_ch_section_5_property_tax,barnesville_property_tax,fire_sprinkler_tax_credit,water_qual_protect_chg_rsfd,excess_homeowner_credit,washington_grove_property_tax,swimclub,municipal_swimclub,ch_ch_view_property_tax,county_property_tax,rockville_stormwater_mgmt_fee,residence,kensington_property_tax,state_homeowner_s_credit,bay_restoration_fund,bill_total,rockville_front_foot_chg,religious_organizations_credit,ch_ch_town_property_tax,takoma_park_property_tax,property_address,water_quality_protect_chg_gov,full_parking_lot_credit,ch_ch_section_3_charge_rh,conservation_land_tax_credit,county_property_tax_credit,enterprise_zone_municipal,garrett_park_charge_rl,water_quality_protect_chg_np,location_1,martins_addition_property_tax,oakmont_property_tax,state_property_tax,zip_code,:@computed_region_vu5j_pcmz,:@computed_region_d7bw_bq6x,:@computed_region_kbsp_ykn9,:@computed_region_tx5f_5em3,:@computed_region_rbt8_3x7n,:@computed_region_6ryf_isx3
287,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1409462,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17549.06,0.00,0.00,0.00,0.00,0.00,0.00,482.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2503.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13144.98,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,17549.06,0.00,0.00,0.00,0.00,2325  PERKINS PL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '39.004024', 'human_address': '{""address"": ""2325 PERKINS PL"", ""city"": ""SILVER SPRING"", ""state"": ""MD"", ""zip"": ""20910""}', 'needs_recoding': False, 'longitude': '-77.049955'}",0.00,0.00,1418.07,20910,5,3065,6,5,1,1
288,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7535,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FIELDCREST RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""FIELDCREST RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
289,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5423,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ZION RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""ZION RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1407793,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7461.46,0.00,0.00,0.00,0.00,0.00,0.00,117.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6485.29,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,7461.46,0.00,0.00,0.00,0.00,311  DOMER AVE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '38.996626', 'human_address': '{""address"": ""311 DOMER AVE"", ""city"": ""TAKOMA PARK"", ""state"": ""MD"", ""zip"": ""20912""}', 'needs_recoding': False, 'longitude': '-77.002395'}",0.00,0.00,699.63,20912,5,3062,8,5,1,1
291,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1402530,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4226.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,373.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3392.14,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,4226.18,0.00,0.00,0.00,0.00,829  MALIBU DR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '39.010556', 'human_address': '{""address"": ""829 MALIBU DR"", ""city"": ""SILVER SPRING"", ""state"": ""MD"", ""zip"": ""20901""}', 'needs_recoding': False, 'longitude': '-76.991846'}",0.00,0.00,365.94,20901,5,21,8,5,1,1
292,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9181,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HIPSLEY MILL RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""HIPSLEY MILL RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
293,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ZION RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""ZION RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
294,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1407348,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4967.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.35,0.00,0.00,0.00,0.00,0.00,0.00,836.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3700.15,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,4967.58,0.00,0.00,0.00,0.00,8312  GARLAND AVE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '38.994211', 'human_address': '{""address"": ""8312 GARLAND AVE"", ""city"": ""TAKOMA PARK"", ""state"": ""MD"", ""zip"": ""20912""}', 'needs_recoding': False, 'longitude': '-77.00031'}",0.00,0.00,399.17,20912,5,3062,8,5,1,1
295,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,476,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DAMASCUS RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""DAMASCUS RD"", ""city"": ""GAITHERSBURG"", ""state"": ""MD"", ""zip"": ""20882""}', 'needs_recoding': True}",0.00,0.00,0.00,20882,,,,,,
296,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1410676,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3669.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,373.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2889.31,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,3669.11,0.00,0.00,0.00,0.00,4608  FALCON ST,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '39.066836', 'human_address': '{""address"": ""4608 FALCON ST"", ""city"": ""ROCKVILLE"", ""state"": ""MD"", ""zip"": ""20853""}', 'needs_recoding': False, 'longitude': '-77.092261'}",0.00,0.00,311.70,20853,4,58,61,4,1,1
297,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6382,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,142.50,0.00,0.00,0.00,0.00,DAMASCUS RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142.50,"{'human_address': '{""address"": ""DAMASCUS RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
298,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1407634,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5238.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.35,0.00,0.00,0.00,0.00,0.00,0.00,836.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3944.80,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,5238.62,0.00,0.00,0.00,0.00,8520  GREENWOOD AVE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '38.996539', 'human_address': '{""address"": ""8520 GREENWOOD AVE"", ""city"": ""TAKOMA PARK"", ""state"": ""MD"", ""zip"": ""20912""}', 'needs_recoding': False, 'longitude': '-77.001919'}",0.00,0.00,425.56,20912,5,3062,8,5,1,1
299,0.00,0.00,0.00,0.00,0.00,8.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11377,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,199.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.71,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,199.89,0.00,0.00,0.00,0.00,2ND ST,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""2ND ST"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,10.08,,,,,,,
300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7581,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FIELDCREST RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""FIELDCREST RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
301,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6597,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MUNCASTER RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""MUNCASTER RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
302,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3481,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.65,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,49.47,0.00,0.00,0.00,0.00,GRIFFITH RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""GRIFFITH RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,4.82,,,,,,,
303,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,3.58,0.00,0.00,0.00,0.00,MUNCASTER RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.58,"{'human_address': '{""address"": ""MUNCASTER RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
304,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11424,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,548.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,119.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,548.63,0.00,0.00,0.00,0.00,LAYTONSVILLE RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,429.40,"{'human_address': '{""address"": ""LAYTONSVILLE RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
305,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5946,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MUNCASTER RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""MUNCASTER RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
306,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7808,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ZION RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""ZION RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
307,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1407645,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8458.32,0.00,0.00,0.00,0.00,0.00,0.00,79.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1394.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6304.29,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,8458.32,0.00,0.00,0.00,0.00,8503  GREENWOOD AVE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '38.995148', 'human_address': '{""address"": ""8503 GREENWOOD AVE"", ""city"": ""TAKOMA PARK"", ""state"": ""MD"", ""zip"": ""20912""}', 'needs_recoding': False, 'longitude': '-77.001494'}",0.00,0.00,680.10,20912,5,3062,8,5,1,1
308,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1404711,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4532.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.50,0.00,0.00,0.00,0.00,0.00,0.00,373.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3711.59,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,4532.59,0.00,0.00,0.00,0.00,3401  PENDLETON DR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '39.046529', 'human_address': '{""address"": ""3401 PENDLETON DR"", ""city"": ""WHEATON"", ""state"": ""MD"", ""zip"": ""20902""}', 'needs_recoding': False, 'longitude': '-77.067809'}",0.00,0.00,400.40,20902,4,17,15,4,1,1
309,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9352,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ANNAPOLIS ROCK RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""ANNAPOLIS ROCK RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
310,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9226,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HIPSLEY MILL RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""HIPSLEY MILL RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
311,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11696,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,LAYTONSVILLE RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""LAYTONSVILLE RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
